72,1.3,6
32,3.4,10
20,0.5,3
28,1.8,1
52,1.2,1
20,2.8,1
64,1.8,1
40,0.5,1
80,0.7,1
60,2.3,1
72,1.1,1
32,0.7,1
48,0.8,10
16,2.6,1
72,1.9,1
56,2.4,1
24,0.5,1
76,2.7,10
28,0.6,2
60,2,1
20,2,1
